"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1985,1.15,"1",0.2393402039,"yellowfin",31.3368792319848,"1yellowfin",-1.09013014211331,"Bering Sea",NA
1986,0.885,"1",-0.4553155771,"yellowfin",36.6196668472011,"1yellowfin",-0.527223159903882,"Bering Sea",NA
1987,1.381,"1",-0.537648356,"yellowfin",42.8602379834737,"1yellowfin",0.137740363419332,"Bering Sea",NA
1988,1.56,"1",0.486616328,"yellowfin",42.8485705712571,"1yellowfin",0.136497143309155,"Bering Sea",NA
1989,0.308,"2",0.898568807,"yellowfin",30.2820078594534,"2yellowfin",-1.20253187093171,"Bering Sea",NA
1990,-0.553,"2",0.506979064,"yellowfin",32.0936130717624,"2yellowfin",-1.00949643258124,"Bering Sea",NA
1991,-1.015,"2",-0.395936969,"yellowfin",47.8016736108685,"2yellowfin",0.664274613781217,"Bering Sea",NA
1992,-0.633,"2",-0.52970458,"yellowfin",36.8917334913934,"2yellowfin",-0.498233121916925,"Bering Sea",NA
1993,0.4,"2",-1.101862623,"yellowfin",33.8821486921948,"2yellowfin",-0.818919172618755,"Bering Sea",NA
1994,0.737,"2",-2.0536766,"yellowfin",34,"2yellowfin",-0.806361536601937,"Bering Sea",NA
1995,0.188,"2",-1.750743963,"yellowfin",53.3853912601566,"2yellowfin",1.25924717001592,"Bering Sea",NA
1996,-0.08,"2",-0.972205973,"yellowfin",35.0856095856977,"2yellowfin",-0.690684500110346,"Bering Sea",NA
1997,0.345,"2",-0.872874358,"yellowfin",31.9374388453426,"2yellowfin",-1.02613756391116,"Bering Sea",NA
1998,0.741,"2",-0.207043223,"yellowfin",35.3411940941446,"2yellowfin",-0.663450714687109,"Bering Sea",NA
1999,0.392,"2",1.060346525,"yellowfin",42.0356991139674,"2yellowfin",0.0498816947476499,"Bering Sea",NA
2000,-0.849,"2",1.48981569,"yellowfin",33.5261092284804,"2yellowfin",-0.856856927203034,"Bering Sea",NA
2001,-0.489,"2",2.04370374,"yellowfin",39.3319208785943,"2yellowfin",-0.238219163718361,"Bering Sea",NA
2002,-0.166,"2",2.21101428,"yellowfin",38.7685439499603,"2yellowfin",-0.298249744132071,"Bering Sea",NA
2003,0.597,"2",1.847202098,"yellowfin",48.8671668914825,"2yellowfin",0.777808159106281,"Bering Sea",NA
2004,1.133,"2",1.017340841,"yellowfin",32.2800247831379,"2yellowfin",-0.989633348629759,"Bering Sea",NA
2005,0.418,"2",-0.464178828,"yellowfin",35.4682957019364,"2yellowfin",-0.649907413746905,"Bering Sea",NA
2006,0.225,"2",-1.140552009,"yellowfin",40.0874045056549,"2yellowfin",-0.15771867049535,"Bering Sea",NA
2007,0.005,"2",-0.758874825,"yellowfin",38.0263066836631,"2yellowfin",-0.377338772517629,"Bering Sea",NA
2008,-0.453,"2",0.200113124,"yellowfin",39.3700393700591,"2yellowfin",-0.234157451122721,"Bering Sea",NA
2009,-1.08,"2",0.863074104,"yellowfin",44.1248229458204,"2yellowfin",0.272488105852071,"Bering Sea",NA
2010,-0.489,"2",1.205527493,"yellowfin",38.4967531098403,"2yellowfin",-0.3272103938397,"Bering Sea",NA
2011,-0.27,"2",1.151701801,"yellowfin",NA,"2yellowfin",NA,"Bering Sea",NA
2012,-1.187,"2",0.715919051,"yellowfin",NA,"2yellowfin",NA,"Bering Sea",NA
2013,-0.966,"2",0.899579929,"yellowfin",NA,"2yellowfin",NA,"Bering Sea",NA
2014,-0.113,"2",0.230891223,"yellowfin",NA,"2yellowfin",NA,"Bering Sea",NA
2015,1.211,"2",-0.662974591,"yellowfin",NA,"2yellowfin",NA,"Bering Sea",NA
1960,0.177,"1",0.103336818,"turbot",214.646220558388,"1turbot",0.385114594370271,"Bering Sea",NA
1961,0.342,"1",0.93745374,"turbot",287.532606846598,"1turbot",0.85810845862486,"Bering Sea",NA
1962,-0.676,"1",0.633675885,"turbot",431.053360965902,"1turbot",1.78948178564359,"Bering Sea",NA
1963,-1.076,"1",-0.12433509,"turbot",661.715195533547,"1turbot",3.28635435711105,"Bering Sea",NA
1964,-0.659,"1",0.164053783,"turbot",695.720489852067,"1turbot",3.50703062306325,"Bering Sea",NA
1965,-0.891,"1",-0.00752991079999993,"turbot",452.645556699721,"1turbot",1.92960364677546,"Bering Sea",NA
1966,-0.735,"1",-0.7142963098,"turbot",291.667619046064,"1turbot",0.884942487564527,"Bering Sea",NA
1967,-0.572,"1",-0.809721169,"turbot",211.177650332605,"1turbot",0.362605419226864,"Bering Sea",NA
1968,-0.516,"1",-0.67936384,"turbot",172.255624001076,"1turbot",0.110022178697255,"Bering Sea",NA
1969,-0.653,"1",-0.796891715,"turbot",154.951605348251,"1turbot",-0.00227169491268199,"Bering Sea",NA
1970,-0.052,"1",-0.496362019,"turbot",152.141381615917,"1turbot",-0.0205085516189606,"Bering Sea",NA
1971,-0.319,"1",0.0186527207,"turbot",162.080227048212,"1turbot",0.043989266789289,"Bering Sea",NA
1972,-1.612,"1",-0.1452385196,"turbot",188.780295581928,"1turbot",0.217258504499698,"Bering Sea",NA
1973,-1.036,"1",-0.3421107999,"turbot",243.985655316045,"1turbot",0.575511914470563,"Bering Sea",NA
1974,-0.767,"1",-0.313227463,"turbot",344.969563874844,"1turbot",1.23084374760447,"Bering Sea",NA
1975,-0.809,"1",0.1908359156,"turbot",458.236838327082,"1turbot",1.96588808942301,"Bering Sea",NA
1976,-0.939,"1",0.93921303,"turbot",384.113264545759,"1turbot",1.48486553664405,"Bering Sea",NA
1977,-0.169,"1",1.41536357,"turbot",305.744991782368,"1turbot",0.976297146070535,"Bering Sea",NA
1978,0.767,"1",1.32380542,"turbot",221.822000712283,"1turbot",0.431681589345316,"Bering Sea",NA
1979,-0.039,"1",0.262731659,"turbot",132.804367398064,"1turbot",-0.145995484691502,"Bering Sea",NA
1980,0.025,"1",-0.856092138,"turbot",77.6015463763448,"1turbot",-0.50423241976975,"Bering Sea",NA
1981,0.567,"1",-0.823966005,"turbot",32.0156211871642,"1turbot",-0.800060818033185,"Bering Sea",NA
1982,0.551,"1",-0.284655343,"turbot",44.7101778122163,"1turbot",-0.717679900294458,"Bering Sea",NA
1983,0.602,"1",-0.000825666000000225,"turbot",57.3498038357587,"1turbot",-0.635655452931025,"Bering Sea",NA
1984,1.101,"1",0.119633917,"turbot",78.644770964127,"1turbot",-0.497462447293555,"Bering Sea",NA
1985,1.15,"1",0.2393402039,"turbot",142.242750254626,"1turbot",-0.0847454021042447,"Bering Sea",NA
1986,0.885,"1",-0.4553155771,"turbot",72.9177618965366,"1turbot",-0.534627688807783,"Bering Sea",NA
1987,1.381,"1",-0.537648356,"turbot",75.8683069535626,"1turbot",-0.515480221369055,"Bering Sea",NA
1988,1.56,"1",0.486616328,"turbot",76.791926658992,"1turbot",-0.509486420937721,"Bering Sea",NA
1989,0.308,"2",0.898568807,"turbot",125.709983692625,"2turbot",-0.192034260027018,"Bering Sea",NA
1990,-0.553,"2",0.506979064,"turbot",62.0322496770833,"2turbot",-0.605268870944462,"Bering Sea",NA
1991,-1.015,"2",-0.395936969,"turbot",33.6303434416005,"2turbot",-0.789582129793606,"Bering Sea",NA
1992,-0.633,"2",-0.52970458,"turbot",27.258026340878,"2turbot",-0.830935077075256,"Bering Sea",NA
1993,0.4,"2",-1.101862623,"turbot",24.6170672501823,"2turbot",-0.848073496322809,"Bering Sea",NA
1994,0.737,"2",-2.0536766,"turbot",30.886890422961,"2turbot",-0.807385680096622,"Bering Sea",NA
1995,0.188,"2",-1.750743963,"turbot",61.4084684713762,"2turbot",-0.609316879056294,"Bering Sea",NA
1996,-0.08,"2",-0.972205973,"turbot",40.1497197997695,"2turbot",-0.747274846181177,"Bering Sea",NA
1997,0.345,"2",-0.872874358,"turbot",40.5092582010582,"2turbot",-0.744941633266751,"Bering Sea",NA
1998,0.741,"2",-0.207043223,"turbot",46.3141447076376,"2turbot",-0.707271008611973,"Bering Sea",NA
1999,0.392,"2",1.060346525,"turbot",91.2797896579522,"2turbot",-0.415467899048431,"Bering Sea",NA
2000,-0.849,"2",1.48981569,"turbot",98.2242332624694,"2turbot",-0.370402155184957,"Bering Sea",NA
2001,-0.489,"2",2.04370374,"turbot",106.57391800999,"2turbot",-0.316217144030466,"Bering Sea",NA
2002,-0.166,"2",2.21101428,"turbot",40.9511904588865,"2turbot",-0.742073728065052,"Bering Sea",NA
2003,0.597,"2",1.847202098,"turbot",24.7790233867277,"2turbot",-0.847022487173289,"Bering Sea",NA
2004,1.133,"2",1.017340841,"turbot",23.388031127053,"2turbot",-0.856049286793319,"Bering Sea",NA
2005,0.418,"2",-0.464178828,"turbot",28.3019433961698,"2turbot",-0.824160610853385,"Bering Sea",NA
2006,0.225,"2",-1.140552009,"turbot",85.3932081608368,"2turbot",-0.453668680721985,"Bering Sea",NA
2007,0.005,"2",-0.758874825,"turbot",148.785079897146,"2turbot",-0.0422891638897964,"Bering Sea",NA
2008,-0.453,"2",0.200113124,"turbot",219.367271943652,"2turbot",0.415751705795038,"Bering Sea",NA
2009,-1.08,"2",0.863074104,"turbot",181.826840702906,"2turbot",0.172134282259579,"Bering Sea",NA
2010,-0.489,"2",1.205527493,"turbot",78.1216999303011,"2turbot",-0.500856899977636,"Bering Sea",NA
2011,-0.27,"2",1.151701801,"turbot",63.2692658405327,"2turbot",-0.597241294258444,"Bering Sea",NA
2012,-1.187,"2",0.715919051,"turbot",43.6348484585429,"2turbot",-0.724658215618382,"Bering Sea",NA
2013,-0.966,"2",0.899579929,"turbot",49.295030175465,"2turbot",-0.68792664805124,"Bering Sea",NA
2014,-0.113,"2",0.230891223,"turbot",45.4202597967031,"2turbot",-0.713071846048884,"Bering Sea",NA
2015,1.211,"2",-0.662974591,"turbot",49.5782210249622,"2turbot",-0.686088890123503,"Bering Sea",NA
1960,0.177,"1",0.103336818,"flathead.sole",NA,"1flathead.sole",NA,"Bering Sea",NA
1961,0.342,"1",0.93745374,"flathead.sole",NA,"1flathead.sole",NA,"Bering Sea",NA
1962,-0.676,"1",0.633675885,"flathead.sole",NA,"1flathead.sole",NA,"Bering Sea",NA
1963,-1.076,"1",-0.12433509,"flathead.sole",NA,"1flathead.sole",NA,"Bering Sea",NA
1964,-0.659,"1",0.164053783,"flathead.sole",674.992592551948,"1flathead.sole",-1.05993141323179,"Bering Sea",NA
1965,-0.891,"1",-0.00752991079999993,"flathead.sole",660.291602248582,"1flathead.sole",-1.12224618249314,"Bering Sea",NA
1966,-0.735,"1",-0.7142963098,"flathead.sole",649.83228605541,"1flathead.sole",-1.16658128249384,"Bering Sea",NA
1967,-0.572,"1",-0.809721169,"flathead.sole",646.788218816639,"1flathead.sole",-1.17948451851303,"Bering Sea",NA
1968,-0.516,"1",-0.67936384,"flathead.sole",653.736185322489,"1flathead.sole",-1.15003337809914,"Bering Sea",NA
1969,-0.653,"1",-0.796891715,"flathead.sole",669.722330522135,"1flathead.sole",-1.08227107576864,"Bering Sea",NA
1970,-0.052,"1",-0.496362019,"flathead.sole",686.103490735909,"1flathead.sole",-1.01283437811155,"Bering Sea",NA
1971,-0.319,"1",0.0186527207,"flathead.sole",690.404953632287,"1flathead.sole",-0.994601275283591,"Bering Sea",NA
1972,-1.612,"1",-0.1452385196,"flathead.sole",690.299210487742,"1flathead.sole",-0.995049500846448,"Bering Sea",NA
1973,-1.036,"1",-0.3421107999,"flathead.sole",653.557954583983,"1flathead.sole",-1.15078886511845,"Bering Sea",NA
1974,-0.767,"1",-0.313227463,"flathead.sole",708.373489057856,"1flathead.sole",-0.918435988734668,"Bering Sea",NA
1975,-0.809,"1",0.1908359156,"flathead.sole",780.494074288844,"1flathead.sole",-0.612730214162872,"Bering Sea",NA
1976,-0.939,"1",0.93921303,"flathead.sole",788.054566638631,"1flathead.sole",-0.580682690386783,"Bering Sea",NA
1977,-0.169,"1",1.41536357,"flathead.sole",747.596816472623,"1flathead.sole",-0.752175584022058,"Bering Sea",NA
1978,0.767,"1",1.32380542,"flathead.sole",897.124294621431,"1flathead.sole",-0.118356357779735,"Bering Sea",NA
1979,-0.039,"1",0.262731659,"flathead.sole",1032.05620002013,"1flathead.sole",0.45359494464307,"Bering Sea",NA
1980,0.025,"1",-0.856092138,"flathead.sole",1105.89330407594,"1flathead.sole",0.766576723912097,"Bering Sea",NA
1981,0.567,"1",-0.823966005,"flathead.sole",1504.05119593716,"1flathead.sole",2.45429412586417,"Bering Sea",NA
1982,0.551,"1",-0.284655343,"flathead.sole",988.423998089889,"1flathead.sole",0.268646139185686,"Bering Sea",NA
1983,0.602,"1",-0.000825666000000225,"flathead.sole",837.956442782082,"1flathead.sole",-0.369157899646946,"Bering Sea",NA
1984,1.101,"1",0.119633917,"flathead.sole",1162.88864471195,"1flathead.sole",1.00816939402577,"Bering Sea",NA
1985,1.15,"1",0.2393402039,"flathead.sole",1456.64683434249,"1flathead.sole",2.2533558357357,"Bering Sea",NA
1986,0.885,"1",-0.4553155771,"flathead.sole",958.896240476518,"1flathead.sole",0.143483455277165,"Bering Sea",NA
1987,1.381,"1",-0.537648356,"flathead.sole",1552.28541190079,"1flathead.sole",2.65875001463431,"Bering Sea",NA
1988,1.56,"1",0.486616328,"flathead.sole",761.359310706844,"1flathead.sole",-0.693838925404587,"Bering Sea",NA
1989,0.308,"2",0.898568807,"flathead.sole",1031.07225740973,"2flathead.sole",0.449424194546076,"Bering Sea",NA
1990,-0.553,"2",0.506979064,"flathead.sole",1096.65856126691,"2flathead.sole",0.727432363195039,"Bering Sea",NA
1991,-1.015,"2",-0.395936969,"flathead.sole",1016.34639764206,"2flathead.sole",0.387004008241539,"Bering Sea",NA
1992,-0.633,"2",-0.52970458,"flathead.sole",1001.68358277452,"2flathead.sole",0.324851057566937,"Bering Sea",NA
1993,0.4,"2",-1.101862623,"flathead.sole",892.124430783061,"2flathead.sole",-0.139549852571369,"Bering Sea",NA
1994,0.737,"2",-2.0536766,"flathead.sole",878.191323118146,"2flathead.sole",-0.198609709854179,"Bering Sea",NA
1995,0.188,"2",-1.750743963,"flathead.sole",832.604347814735,"2flathead.sole",-0.391844436817079,"Bering Sea",NA
1996,-0.08,"2",-0.972205973,"flathead.sole",1098.65827262166,"2flathead.sole",0.735908768463601,"Bering Sea",NA
1997,0.345,"2",-0.872874358,"flathead.sole",1074.33700485462,"2flathead.sole",0.63281542864286,"Bering Sea",NA
1998,0.741,"2",-0.207043223,"flathead.sole",1024.6267613136,"2flathead.sole",0.422102932936009,"Bering Sea",NA
1999,0.392,"2",1.060346525,"flathead.sole",866.961360153957,"2flathead.sole",-0.246211438478321,"Bering Sea",NA
2000,-0.849,"2",1.48981569,"flathead.sole",887.992117082128,"2flathead.sole",-0.157065963355428,"Bering Sea",NA
2001,-0.489,"2",2.04370374,"flathead.sole",1046.75211965393,"2flathead.sole",0.515888220277286,"Bering Sea",NA
2002,-0.166,"2",2.21101428,"flathead.sole",1167.35598683521,"2flathead.sole",1.0271056281078,"Bering Sea",NA
2003,0.597,"2",1.847202098,"flathead.sole",1129.19883103021,"2flathead.sole",0.865364526958079,"Bering Sea",NA
2004,1.133,"2",1.017340841,"flathead.sole",577.833886164527,"2flathead.sole",-1.47176913608762,"Bering Sea",NA
2005,0.418,"2",-0.464178828,"flathead.sole",905.344685741293,"2flathead.sole",-0.0835116456003805,"Bering Sea",NA
2006,0.225,"2",-1.140552009,"flathead.sole",858.843408311434,"2flathead.sole",-0.280621929574682,"Bering Sea",NA
2007,0.005,"2",-0.758874825,"flathead.sole",745.464284858772,"2flathead.sole",-0.761214989716328,"Bering Sea",NA
2008,-0.453,"2",0.200113124,"flathead.sole",875.222828769908,"2flathead.sole",-0.211192606417394,"Bering Sea",NA
2009,-1.08,"2",0.863074104,"flathead.sole",849.124843588974,"2flathead.sole",-0.321817121581097,"Bering Sea",NA
2010,-0.489,"2",1.205527493,"flathead.sole",699.807116282765,"2flathead.sole",-0.954747252933262,"Bering Sea",NA
2011,-0.27,"2",1.151701801,"flathead.sole",1352.34241226104,"2flathead.sole",1.81122875036128,"Bering Sea",NA
2012,-1.187,"2",0.715919051,"flathead.sole",845.252624958953,"2flathead.sole",-0.338230737635524,"Bering Sea",NA
2013,-0.966,"2",0.899579929,"flathead.sole",1195.53335377981,"2flathead.sole",1.14654425661594,"Bering Sea",NA
2014,-0.113,"2",0.230891223,"flathead.sole",1270.20077153181,"2flathead.sole",1.46304558152951,"Bering Sea",NA
2015,1.211,"2",-0.662974591,"flathead.sole",NA,"2flathead.sole",NA,"Bering Sea",NA
1960,0.177,"1",0.103336818,"pollock",NA,"1pollock",NA,"Bering Sea",NA
1961,0.342,"1",0.93745374,"pollock",NA,"1pollock",NA,"Bering Sea",NA
1962,-0.676,"1",0.633675885,"pollock",NA,"1pollock",NA,"Bering Sea",NA
1963,-1.076,"1",-0.12433509,"pollock",NA,"1pollock",NA,"Bering Sea",NA
1964,-0.659,"1",0.164053783,"pollock",79.3347338811948,"1pollock",-1.5166864411216,"Bering Sea",NA
1965,-0.891,"1",-0.00752991079999993,"pollock",144.744602662759,"1pollock",0.0234029877130403,"Bering Sea",NA
1966,-0.735,"1",-0.7142963098,"pollock",122.51938622112,"1pollock",-0.499894513611061,"Bering Sea",NA
1967,-0.572,"1",-0.809721169,"pollock",159.968746947646,"1pollock",0.381858739313876,"Bering Sea",NA
1968,-0.516,"1",-0.67936384,"pollock",148.899294827074,"1pollock",0.121226108314186,"Bering Sea",NA
1969,-0.653,"1",-0.796891715,"pollock",162,"1pollock",0.42968502931402,"Bering Sea",NA
1970,-0.052,"1",-0.496362019,"pollock",153.499185665592,"1pollock",0.229531527452889,"Bering Sea",NA
1971,-0.319,"1",0.0186527207,"pollock",120.004166594331,"1pollock",-0.559115900697941,"Bering Sea",NA
1972,-1.612,"1",-0.1452385196,"pollock",108.420477770576,"1pollock",-0.831856345476256,"Bering Sea",NA
1973,-1.036,"1",-0.3421107999,"pollock",164.344151097628,"1pollock",0.484878571088341,"Bering Sea",NA
1974,-0.767,"1",-0.313227463,"pollock",140.612943927648,"1pollock",-0.0738778058434459,"Bering Sea",NA
1975,-0.809,"1",0.1908359156,"pollock",129.452694062349,"1pollock",-0.336648289271567,"Bering Sea",NA
1976,-0.939,"1",0.93921303,"pollock",113.274004078606,"1pollock",-0.717579024655915,"Bering Sea",NA
1977,-0.169,"1",1.41536357,"pollock",115.221525766673,"1pollock",-0.671724207636878,"Bering Sea",NA
1978,0.767,"1",1.32380542,"pollock",156.390536798107,"1pollock",0.297609011740545,"Bering Sea",NA
1979,-0.039,"1",0.262731659,"pollock",241.145184484368,"1pollock",2.29317542056669,"Bering Sea",NA
1980,0.025,"1",-0.856092138,"pollock",160.844645543456,"1pollock",0.402481960140735,"Bering Sea",NA
1981,0.567,"1",-0.823966005,"pollock",171.682847133894,"1pollock",0.657669747670999,"Bering Sea",NA
1982,0.551,"1",-0.284655343,"pollock",129.081369685947,"1pollock",-0.345391201578501,"Bering Sea",NA
1983,0.602,"1",-0.000825666000000225,"pollock",225.732142150824,"1pollock",1.93027202378198,"Bering Sea",NA
1984,1.101,"1",0.119633917,"pollock",119.503138034112,"1pollock",-0.570912725909667,"Bering Sea",NA
1985,1.15,"1",0.2393402039,"pollock",185.956984273245,"1pollock",0.993757376702399,"Bering Sea",NA
1986,0.885,"1",-0.4553155771,"pollock",118.401858093528,"1pollock",-0.596842598974303,"Bering Sea",NA
1987,1.381,"1",-0.537648356,"pollock",86.7409937688058,"1pollock",-1.34230445912737,"Bering Sea",NA
1988,1.56,"1",0.486616328,"pollock",74.6525284233562,"1pollock",-1.62692997567646,"Bering Sea",NA
1989,0.308,"2",0.898568807,"pollock",103.778610512957,"2pollock",-0.941150108431,"Bering Sea",NA
1990,-0.553,"2",0.506979064,"pollock",218.304832745407,"2pollock",1.75539442636366,"Bering Sea",NA
1991,-1.015,"2",-0.395936969,"pollock",158.278236027573,"2pollock",0.342055296105192,"Bering Sea",NA
1992,-0.633,"2",-0.52970458,"pollock",148.41158984392,"2pollock",0.109742989590099,"Bering Sea",NA
1993,0.4,"2",-1.101862623,"pollock",212.960090157757,"2pollock",1.62955131258873,"Bering Sea",NA
1994,0.737,"2",-2.0536766,"pollock",123.162494291079,"2pollock",-0.484752395784024,"Bering Sea",NA
1995,0.188,"2",-1.750743963,"pollock",101.838106816653,"2pollock",-0.98683968532455,"Bering Sea",NA
1996,-0.08,"2",-0.972205973,"pollock",150.079978678037,"2pollock",0.149025563526908,"Bering Sea",NA
1997,0.345,"2",-0.872874358,"pollock",175.325411734865,"2pollock",0.743434714644671,"Bering Sea",NA
1998,0.741,"2",-0.207043223,"pollock",122.833220262273,"2pollock",-0.492505223612611,"Bering Sea",NA
1999,0.392,"2",1.060346525,"pollock",127.855387058974,"2pollock",-0.374257226215258,"Bering Sea",NA
2000,-0.849,"2",1.48981569,"pollock",159.890587590389,"2pollock",0.380018460436734,"Bering Sea",NA
2001,-0.489,"2",2.04370374,"pollock",186.638688379446,"2pollock",1.00980824650401,"Bering Sea",NA
2002,-0.166,"2",2.21101428,"pollock",153.009803607481,"2pollock",0.218008921638236,"Bering Sea",NA
2003,0.597,"2",1.847202098,"pollock",119.457105272144,"2pollock",-0.571996577190949,"Bering Sea",NA
2004,1.133,"2",1.017340841,"pollock",80.3181175078201,"2pollock",-1.49353246212628,"Bering Sea",NA
2005,0.418,"2",-0.464178828,"pollock",68.0367547726962,"2pollock",-1.78269978920368,"Bering Sea",NA
2006,0.225,"2",-1.140552009,"pollock",108.485022007649,"2pollock",-0.830336637532194,"Bering Sea",NA
2007,0.005,"2",-0.758874825,"pollock",158.823801742686,"2pollock",0.354900758207958,"Bering Sea",NA
2008,-0.453,"2",0.200113124,"pollock",116.717607926139,"2pollock",-0.636498631414466,"Bering Sea",NA
2009,-1.08,"2",0.863074104,"pollock",226.46633303871,"2pollock",1.94755870614723,"Bering Sea",NA
2010,-0.489,"2",1.205527493,"pollock",146.266879367819,"2pollock",0.0592453201453628,"Bering Sea",NA
2011,-0.27,"2",1.151701801,"pollock",113.251931550857,"2pollock",-0.718098727069126,"Bering Sea",NA
2012,-1.187,"2",0.715919051,"pollock",105.773342577419,"2pollock",-0.894183712945717,"Bering Sea",NA
2013,-0.966,"2",0.899579929,"pollock",238.461736972622,"2pollock",2.22999307174599,"Bering Sea",NA
2014,-0.113,"2",0.230891223,"pollock",205.516422701447,"2pollock",1.45428856134386,"Bering Sea",NA
2015,1.211,"2",-0.662974591,"pollock",112.663214937263,"2pollock",-0.731960186357521,"Bering Sea",NA
NA,NA,NA,NA,"OYSTERCOND.SP",13.9,"OYSTERCOND.SP",2.68147612377917,"Northern California Current",1954
NA,NA,NA,NA,"OYSTERCOND.SP",12.1,"OYSTERCOND.SP",1.64856801951603,"Northern California Current",1955
NA,NA,NA,NA,"OYSTERCOND.SP",10.3,"OYSTERCOND.SP",0.615659915252888,"Northern California Current",1956
NA,NA,NA,NA,"OYSTERCOND.SP",9.8,"OYSTERCOND.SP",0.328740997402016,"Northern California Current",1957
NA,NA,NA,NA,"OYSTERCOND.SP",8.4,"OYSTERCOND.SP",-0.474631972580426,"Northern California Current",1958
NA,NA,NA,NA,"OYSTERCOND.SP",8,"OYSTERCOND.SP",-0.704167106861123,"Northern California Current",1959
NA,NA,NA,NA,"OYSTERCOND.SP",10.3,"OYSTERCOND.SP",0.615659915252888,"Northern California Current",1960
NA,NA,NA,NA,"OYSTERCOND.SP",8.3,"OYSTERCOND.SP",-0.5320157561506,"Northern California Current",1961
NA,NA,NA,NA,"OYSTERCOND.SP",10.2,"OYSTERCOND.SP",0.558276131682713,"Northern California Current",1962
NA,NA,NA,NA,"OYSTERCOND.SP",9.1,"OYSTERCOND.SP",-0.0729454875892053,"Northern California Current",1963
NA,NA,NA,NA,"OYSTERCOND.SP",10,"OYSTERCOND.SP",0.443508564542364,"Northern California Current",1964
NA,NA,NA,NA,"OYSTERCOND.SP",11.9,"OYSTERCOND.SP",1.53380045237568,"Northern California Current",1965
NA,NA,NA,NA,"OYSTERCOND.SP",10.4,"OYSTERCOND.SP",0.673043698823062,"Northern California Current",1966
NA,NA,NA,NA,"OYSTERCOND.SP",9.7,"OYSTERCOND.SP",0.271357213831841,"Northern California Current",1967
NA,NA,NA,NA,"OYSTERCOND.SP",10.5,"OYSTERCOND.SP",0.730427482393237,"Northern California Current",1968
NA,NA,NA,NA,"OYSTERCOND.SP",9.4,"OYSTERCOND.SP",0.0992058631213183,"Northern California Current",1969
NA,NA,NA,NA,"OYSTERCOND.SP",10.2,"OYSTERCOND.SP",0.558276131682713,"Northern California Current",1970
NA,NA,NA,NA,"OYSTERCOND.SP",10,"OYSTERCOND.SP",0.443508564542364,"Northern California Current",1971
NA,NA,NA,NA,"OYSTERCOND.SP",9.4,"OYSTERCOND.SP",0.0992058631213183,"Northern California Current",1972
NA,NA,NA,NA,"OYSTERCOND.SP",10.3,"OYSTERCOND.SP",0.615659915252888,"Northern California Current",1973
NA,NA,NA,NA,"OYSTERCOND.SP",8.4,"OYSTERCOND.SP",-0.474631972580426,"Northern California Current",1974
NA,NA,NA,NA,"OYSTERCOND.SP",9.5,"OYSTERCOND.SP",0.156589646691492,"Northern California Current",1975
NA,NA,NA,NA,"OYSTERCOND.SP",9.8,"OYSTERCOND.SP",0.328740997402016,"Northern California Current",1976
NA,NA,NA,NA,"OYSTERCOND.SP",9,"OYSTERCOND.SP",-0.13032927115938,"Northern California Current",1977
NA,NA,NA,NA,"OYSTERCOND.SP",8.4,"OYSTERCOND.SP",-0.474631972580426,"Northern California Current",1978
NA,NA,NA,NA,"OYSTERCOND.SP",8.8,"OYSTERCOND.SP",-0.245096838299728,"Northern California Current",1979
NA,NA,NA,NA,"OYSTERCOND.SP",8.1,"OYSTERCOND.SP",-0.646783323290949,"Northern California Current",1980
NA,NA,NA,NA,"OYSTERCOND.SP",7.1,"OYSTERCOND.SP",-1.22062115899269,"Northern California Current",1981
NA,NA,NA,NA,"OYSTERCOND.SP",7.7,"OYSTERCOND.SP",-0.876318457571647,"Northern California Current",1982
